ID;Anime;Character;Quote;;;;;;;;
7457;(Cardcaptor Sakura);Tomoyo Daidouji;I have never dreamed that I would be chased by a piano...;;;;;;;;
7458;(Cardcaptor Sakura);Sakura Kinomoto;Yue-san is handsome, but Yukito-san is... schweeeet!;;;;;;;;
7459;(Cardcaptor Sakura);Kero;If that brat had become the Master, I'd have lost all my confidence to live!;;;;;;;;
7460;(Cardcaptor Sakura);Sakura Kinomoto;Living in a world without the feeling for the person you love most is too harsh!;;;;;;;;
7461;(Cardcaptor Sakura);Sakura Kinomoto;Niichan, you really do work part-time everywhere...;;;;;;;;
7462;(Cardcaptor Sakura);Kero;I'm always where food is!;;;;;;;;
7463;(Cardcaptor Sakura);Touya Kinomoto;Sakura's head is as hard as a rock.;;;;;;;;
7464;(Cardcaptor Sakura);Meiling Li;Do Japanese panthers have wings?!;;;;;;;;
7465;(Cardcaptor Sakura);Kero;Girls are scary when they're angry!;;;;;;;;
7466;(Pandora Hearts);Will Of The Abyss;I always thought that red would suit Cheshire.;;;;;;;;
7467;(Pandora Hearts);Will Of The Abyss;Hey, hurry and come pick me up. I've prepared many different kinds of dolls for you. Let's play together. Let's chat until we feel sleepy. And also... and also... yeah... my beloved ones.;;;;;;;;
7468;(Pandora Hearts);Will Of The Abyss;Hurry. Hurry... come pick me up.;;;;;;;;
7469;(Pandora Hearts);Will Of The Abyss;You will definitely regret... choosing the Black Rabbit over me.;;;;;;;;
7470;(Pandora Hearts);Vincent Nightray;The sky, the people, and me... it's all so red.;;;;;;;;
7471;(Pandora Hearts);Vincent Nightray;No one needs to know what happened 100 years ago.;;;;;;;;
7472;(Pandora Hearts);Vincent Nightray;I... I could never hate you!;;;;;;;;
7473;(Pandora Hearts);Vincent Nightray;You don't remember?.. That's good.;;;;;;;;
7474;(Pandora Hearts);Jack Vessalius;*to Glenn* I don't want to kill you!!;;;;;;;;
7475;(Pandora Hearts);Jack Vessalius;Humans...are weak aren't they?;;;;;;;;
7476;(Pandora Hearts);Jack Vessalius;Be careful. You're being watched by the Will of Abyss.;;;;;;;;
7477;(Pandora Hearts);Alice;She is me, and I am her. Our existence is both the same and different. Alice. That was the name we were given.;;;;;;;;
7478;(Pandora Hearts);Alice;In the book Sharon showed me, there was a man who became more energetic after his cheeks were bitten!;;;;;;;;
7479;(Pandora Hearts);Alice;What is jealousy? Can you eat it? Is it sweet?;;;;;;;;
7480;(Pandora Hearts);Alice;I'm in a contract with you. You are my manservant, and as a manservant, what were you thinking, leaving me behind!?;;;;;;;;
7481;(Pandora Hearts);Alice;I'm scared that I'm not human. I'm scared that I'm different from other chains... I fear the things I don't know. I fear the things I already knew... and at every moment... I always... more than anyone... fear myself the most!;;;;;;;;
7482;(Pandora Hearts);Alice;Shut up, Seaweed Head.;;;;;;;;
7483;(Pandora Hearts);Alice;Nobody touches my PROPERTY! And Oz is my manservant - therefore, he is my property!;;;;;;;;
7484;(Pandora Hearts);Oz Vessalius;*to Gilbert* Don't think that I will abandon you!;;;;;;;;
7485;(Pandora Hearts);Oz Vessalius;*to Break* Perhaps Break is a lot weaker than I always thought he was. However, I'm sure that he's a whole lot stronger than he thinks he is.;;;;;;;;
7486;(Pandora Hearts);Oz Vessalius;I feel so...warm. We know... This calm won't last for long, but...we can't help hoping... That this dreamlike moment... will last.. Forever..;;;;;;;;
7487;(Pandora Hearts);Oz Vessalius;There's no reason... I'm just merely, obeying what I believe within me!;;;;;;;;
7488;(Pandora Hearts);Oz Vessalius;So... Alice just has to remain Alice!;;;;;;;;
7489;(Pandora Hearts);Oz Vessalius;I was rejected, never given any expectations... Then at least, I won't be a burden to others. It's alright if the only one who hurts is me!;;;;;;;;
7490;(Pandora Hearts);Oz Vessalius;It's fine, dummy! Since you're the one wearing it! *to Gilbert, while giving him clothes for the coming of age ceremony*;;;;;;;;
7491;(Pandora Hearts);Oz Vessalius;"I want to know what it is, this ""sin"" they say I've committed.";;;;;;;;
7492;(Pandora Hearts);Oz Vessalius;Alice is my sun.;;;;;;;;
7493;(Pandora Hearts);Cheshire Cat;He makes you unhappy?...well then, Cheshire will destroy him!;;;;;;;;
7494;(Pandora Hearts);Cheshire Cat;Liar, liar, LIAR!!!;;;;;;;;
7495;(Pandora Hearts);Cheshire Cat;You might as well let Cheshire eat you!;;;;;;;;
7496;(Pandora Hearts);Cheshire Cat;Everything that made you sad, everything that hurt you, Cheshire will destroy them!;;;;;;;;
7497;(Pandora Hearts);Gilbert Nightray;In other words, it's fine if you die.;;;;;;;;
7498;(Pandora Hearts);Gilbert Nightray;*to Alice* Shut up, you stupid rabbit.;;;;;;;;
7499;(Pandora Hearts);Gilbert Nightray;*to Oz* No matter what happens, I will be beside you.;;;;;;;;
7500;(Pandora Hearts);Gilbert Nightray;Protecting the master... is supposed to be my job!;;;;;;;;
7501;(Pandora Hearts);Gilbert Nightray;Young Master!;;;;;;;;
7502;(Vampire Knight);Hanabusa Aidou;*after Kain asks him if he getting slapped by Kaname was worth thinking about Yuuki's blood* Shut up, shut up, shut up, shut up, shut up!!;;;;;;;;
7503;(Vampire Knight);Hanabusa Aidou;BANG!;;;;;;;;
7504;(Vampire Knight);Hanabusa Aidou;The nice smell is your blood, Yuki.;;;;;;;;
7505;(Vampire Knight);Hanabusa Aidou;Hey baby, what's your blood type?;;;;;;;;
7506;(Vampire Knight);Kaien Cross;I wish to erase the past but I have killed too many vampires to let that happen.;;;;;;;;
7507;(Vampire Knight);Kaien Cross;His and my passionate oath!;;;;;;;;
7508;(Vampire Knight);Kaien Cross;I want to put an end to the war between humans and vampires – a war that has been continuing in the darkness of history since ancient times! I want the young vampires, with their natural intelligence and unfettered hearts, to become a bridge between the two species!! I'm educating them for that purpose! That is why I created the Night Class!;;;;;;;;
7509;(Vampire Knight);Kaname Kuran;What is beautiful is not the world, but your beautiful eyes that embraces it.;;;;;;;;
7510;(Vampire Knight);Kaname Kuran;*to Yuki* You have stopped opening your heart to me. That's the only thing about you that has to change.;;;;;;;;
7511;(Vampire Knight);Kaname Kuran;Are you sure? Even if the hidden truth is drenched in blood... Do you still want to know?;;;;;;;;
7512;(Vampire Knight);Kaname Kuran;I've been wondering ever since before, why do you always look so sad whenever you're with me?;;;;;;;;
7513;(Vampire Knight);Kaname Kuran;It's all right, for now. Yuki will eventually come to me.;;;;;;;;
7514;(Vampire Knight);Kaname Kuran;Humans should never be turned into vampires. But in the old days, hidden from history, when the war between vampires and vampire hunters was at its peak, vampires turned many humans into vampires to use in battle. And now the aristocrats have the duty to manage those survivors. Sometimes we have to kill them off...;;;;;;;;
7515;(Vampire Knight);Kaname Kuran;It's all right. You be just the way you are, Yuki. You're different from the Night Class students who wait on me... You're a warm-hearted girl, Yuki. That's more than enough.;;;;;;;;
7516;(Vampire Knight);Kaname Kuran;The blood has stopped flowing, but the puncture wounds...he really pierced you deeply. Yuki...does it hurt? Are you afraid of vampires now?;;;;;;;;
7517;(Vampire Knight);Kaname Kuran;You devoured her mercilessly. She can't even stand up. Was her blood so delicious?;;;;;;;;
7518;(Vampire Knight);Kaname Kuran;A human bitten by a pureblood vampire transforms into a vampire. When that happens, there can be only one of two results, dying from the loss of blood, or unfavorably surviving and suffering the pain of slowly transforming into a vampire. Other vampires don't possess this dark power that purebloods have. I respect his strength of will, he was only a human, yet he resisted the powerful vampire instinct for four years.;;;;;;;;
7519;(Vampire Knight);Kaname Kuran;Headmaster Cross, how much longer are you going to keep Zero in the Day Class? That time is approaching for him.;;;;;;;;
7520;(Vampire Knight);Zero Kiriyuu;After we turn around, the next time we see each other, I will kill you.;;;;;;;;
7521;(Vampire Knight);Zero Kiriyuu;"Listen up, brats! Get the hell back to your dorms! Why do I have to deal with you running around screaming ""Kyaa! Kyaa!"" every damn day?! Why?!";;;;;;;;
7522;(Vampire Knight);Zero Kiriyuu;But you thought it would be okay to become a vampire, right? I will never let you turn into something like that. Even if it means I have to make Kaname Kuran my enemy...and even if it means you will hate me.;;;;;;;;
7523;(Vampire Knight);Zero Kiriyuu;"Former humans eventually fall into the Level E category, Yuki. They gradually lose their sanity, reaching their ""end"" - their destruction.";;;;;;;;
7524;(Vampire Knight);Zero Kiriyuu;I borrowed it from the Headmaster. It's a gun to use against vampires. If I lose the human part of me, and go mad as a vampire...shoot me with that gun. Not yet, but that day will eventually come. Kill me by your own hand then.;;;;;;;;
7525;(Vampire Knight);Zero Kiriyuu;I couldn't stop myself from devouring you. I may kill the next human I target as my prey. Shoot me. You're afraid of me, aren't you? Hold the gun with both hands, and aim straight. Aim for my heart. It's not a crime to kill a vampire.;;;;;;;;
7526;(Vampire Knight);Zero Kiriyuu;You heard it too? The sound of your blood being sucked in by me. After such a hair-raising experience you can't act as if nothing has changed. So don't interfere anymore.;;;;;;;;
7527;(Vampire Knight);Zero Kiriyuu;Come on vampires. I've been pissed off lately.;;;;;;;;
7528;(Vampire Knight);Zero Kiriyuu;The Headmaster talks about the Night Class like they're good vampires who support his pacifism, but I don't trust them. I won't let my guard down. I'm cooperating so I can find the most effective way to kill those beasts in human form.;;;;;;;;
7529;(Vampire Knight);Yuki Kuran;I will keep running away so Zero has a reason to live.;;;;;;;;
7530;(Vampire Knight);Yuki Kuran;Both of us understand, but neither of us will say it. It's a sin to keep a vampire alive by offering my own blood as bait. We are doing something that is forbidden. No one must find out about this.;;;;;;;;
7531;(Vampire Knight);Yuki Kuran;Being like this makes me feel like we've returned to the old days somewhat. Yeah. Zero is Zero. Even if you are a vampire now.;;;;;;;;
7532;(Vampire Knight);Yuki Kuran;I didn't understand anything. Zero suffered and suffered for four years. What were you thinking, all by yourself? He loathes vampires so much, he wants to kill them all. All this time, Zero wanted to kill himself too.;;;;;;;;
7533;(Vampire Knight);Kaname Kuran;Yuki, I can't accept it after all, that my most precious girl was bitten by another.;;;;;;;;
7534;(Vampire Knight);Yuki Kuran;When I think of him, I feel so much love and such sadness...is it a bad thing that the same feeling makes me want to latch onto his throat and devour his blood and even his life to taste his feelings in it?;;;;;;;;
7535;(Vampire Knight);Zero Kiriyuu;I refuse to breathe the same air as those creatures. I refuse to wear the stupid uniform full of buttons that those creatures wear. If I am imprisoned in a classroom full of those creatures, I will certainly lose it, I will massacre every single one of them.;;;;;;;;
7536;(Vampire Knight);Kaname Kuran;You are the only one who brings color into the dull gray ashes that my heart is.;;;;;;;;
7537;(Vampire Knight);Kaname Kuran;If my only option I have is to lose you, then I would prefer death instead. Be it yours, by my hand, or could you please kill me then yuki..?;;;;;;;;
7538;(Vampire Knight);Zero Kiriyuu;Her warm hands against my face like that... They were like a plank I would hold on to, so I wouldn't drown.;;;;;;;;
7539;(Vampire Knight);Zero Kiriyuu;It is the vampire hunter's duty to kill vampires.;;;;;;;;
7540;(Vampire Knight);Hanabusa Aidou;Yuki, who made those wounds on your neck? In our classroom the night before last, we suddenly smelt blood, we were surprised. I was the only one who noticed right away that it was your blood.;;;;;;;;
7541;(Vampire Knight);Kaname Kuran;That's right...you should run away. Yuki...you make me cruel.;;;;;;;;
7542;(Vampire Knight);Kaname Kuran;I didn't think that the day would come where you would talk about other guys. How unfair.;;;;;;;;
7543;(Vampire Knight);Kaname Kuran;Yuki, don't cry. For this day to come, I have waited impatiently for a very long time.;;;;;;;;
7544;(Vampire Knight);Kaname Kuran;You've finally fallen to the blood lust of beasts, Zero.;;;;;;;;
7545;(Vampire Knight);Kaname Kuran;You could never betray her, because you are under her obligation. You are being let to live because of that, Zero. By me.;;;;;;;;
7546;(Vampire Knight);Kaname Kuran;I'm a bit annoyed that you bit me without any restraint.;;;;;;;;
7547;(Vampire Knight);Kaname Kuran;Do not ever forget...who gave you this blood.;;;;;;;;
7548;(Vampire Knight);Yuki Kuran;A glimpse of what I saw earlier was something so distant from me. And yet right now, this man is lying here in my arms. It's such a strange feeling.;;;;;;;;
7549;(Vampire Knight);Kaien Cross;"I still think about protecting you two...even if it's considered as an act of taboo by ""humans"".";;;;;;;;
7550;(Vampire Knight);Zero Kiriyuu;Go Yuki... Go and be by the side of the man who can spend an eternity with you.;;;;;;;;
7551;(Vampire Knight);Yuki Kuran;I long for him...but I understand. There's a line that vampires and humans can't cross.;;;;;;;;
7552;(Vampire Knight);Zero Kiriyuu;Because Yuui was there, I might have been able to live on...;;;;;;;;
7553;(Vampire Knight);Kaname Kuran;Yuki is my dear girl. The only one in the entire world.;;;;;;;;
7554;(Vampire Knight);Kaname Kuran;You're a disgrace to all vampires.;;;;;;;;
7555;(Vampire Knight);Kaien Cross;If you need to, Zero, you can drink my blood... *blush blush*;;;;;;;;
7556;(Vampire Knight);Zero Kiriyuu;I want these gentle hands... and this kind smile...Even though I should not want such a thing.;;;;;;;;
7557;(Vampire Knight);Kaname Kuran;Yuki, the safest place is beside me.;;;;;;;;
7558;(Vampire Knight);Yuki Kuran;I love you Kaname-sama. You are the beginning of my world, and everything in that world... So even if I couldn't remember my past...I wasn't scared.;;;;;;;;
7559;(Vampire Knight);Kaname Kuran;Do you want to be a vampire Yuuki, become a blood sucking monster like me....and live for eternity by my side...?;;;;;;;;
7560;(Vampire Knight);Kaname Kuran;Do you want to be my friend..?;;;;;;;;
